"N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"StrongUp","WeakUp","Neutral","WeakUp","WeakUp","Neutral","VeryWet","Dry","Dry","PC","PC","PC","PC","Weak","Weak","Other","Weak","None","None","None","LittleChange","LittleChange","Negative","LittleChange","XNIL","Aug11_Aug20","E","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Unfavorable","None","E","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Average","Steep","NoMajor","MoistMDryL","DryLine","SigNegative","Other","SWQuad","Westerly","LV"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Strong","Weak","Weak","Some","DecCapIncIns","Decreasing","Neutral","LittleChange","SVR","Jul16_Aug10","K","CThruK","None","Average","LessThanAve","K","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Slight","K","XNIL","XNIL","SVR","Other","Steep","Dry","ModerateOrLe","OtherRapid","DryMMoistL","E_W_S","PosToNeg","QStationary","AllElse","LVorOther","SEQuad"
"Down","Neutral","Neutral","Neutral","Neutral","Wet","Wet","Wet","Neutral","PC","PC","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","GJ","PartInhibit","Weak","None","J","XNIL","SVR","SVR","LowAtStation","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","DryLine","PosToNeg","Other","LV","LVorOther","LongAnticyc"
"StrongUp","WeakUp","StrongUp","StrongUp","StrongUp","Dry","VeryWet","Neutral","Wet","Clear","PC","Clear","Clear","None","Strong","Westerly","Weak","Strong","Strong","Some","LittleChange","LittleChange","Neutral","Decreasing","SIG","Jul2_Jul15","A","AB","Stifling","MoreThanAve","MoreThanAve","ABI","LIGt0","Stability","LessUnstable","LessUnstable","ACEFK","Stifling","Weak","None","A","SIG","SIG","SIG","LowNHighS","Steep","VeryMoist","CloseToDryAd","MarkedUpper","DryMMoistL","E_W_S","SigNegative","Moving","SWQuad","Westerly","SEQuad"
"Down","Neutral","Down","Down","Down","Dry","Dry","VeryWet","Wet","Cloudy","Cloudy","Cloudy","Cloudy","Weak","Strong","DCVZFavor","Strong","None","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SVR","May15_Jun14","C","CThruK","Stifling","Average","Average","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Strong","C","SIG","SIG","SVR","LowEvrywhere","Stable","Dry","CloseToDryAd","NoMajor","Other","E_W_N","LittleChange","None","NWQuad","Westerly","LongAnticyc"
"WeakUp","Down","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","PC","Clear","PC","Cloudy","None","None","DCVZFavor","None","Strong","None","None","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Jul16_Aug10","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","Average","Average","B","None","Unfavorable","None","B","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","Average","CloseToDryAd","NoMajor","Other","DenvCyclone","SigNegative","None","LV","Westerly","LV"
"Down","WeakUp","Neutral","Down","Down","Neutral","Neutral","Wet","Wet","PC","PC","PC","PC","Weak","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Jun15_Jul1","E","CThruK","Stifling","LessThanAve","Average","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Weak","Slight","E","SIG","SIG","SIG","LowNHighS","CloseToDryAd","Average","Steep","NoMajor","MoistMDryL","E_W_N","SigNegative","Other","SWQuad","Westerly","LV"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Dry","Neutral","Wet","PC","Cloudy","Cloudy","Cloudy","Strong","Strong","Westerly","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","WeakPos","LittleChange","SIG","Aug20_Sep15","J","CThruK","PartInhibit","Average","Average","CDEJ","LIGt0","Instability","LessUnstable","LessUnstable","GJ","PartInhibit","Moderate","None","J","XNIL","SIG","SIG","LowAtStation","ModerateOrLe","Average","ModerateOrLe","OtherRapid","MoistMDryL","DenvCyclone","LittleChange","Other","LV","LVorOther","SEQuad"
"Neutral","Neutral","Down","Neutral","Neutral","Dry","Dry","Neutral","Neutral","PC","Clear","Clear","PC","Weak","Strong","StrongWest","Strong","Strong","Strong","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","Jul16_Aug10","I","CThruK","Stifling","Average","MoreThanAve","ABI","LILt_8","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","None","I","SIG","SIG","SVR","LowSHighN","Steep","Dry","Steep","NoMajor","Other","E_W_S","LittleChange","QStationary","LV","LVorOther","E_NE"
"StrongUp","Neutral","Neutral","StrongUp","StrongUp","Neutral","Wet","Wet","Wet","PC","Cloudy","PC","Cloudy","Weak","Strong","DCVZFavor","Weak","None","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Aug11_Aug20","K","CThruK","PartInhibit","MoreThanAve","MoreThanAve","K","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Strong","Moderate","K","SIG","SIG","SIG","Other","ModerateOrLe","Average","Steep","StrongFront","Other","MovingFtorOt","SigPositive","Other","LV","Westerly","LV"
"StrongUp","Neutral","WeakUp","WeakUp","WeakUp","Dry","Dry","VeryWet","VeryWet","Cloudy","Clear","Cloudy","Cloudy","Weak","Weak","DCVZFavor","None","None","None","Some","IncCapDecIns","Increasing","Neutral","Decreasing","SIG","May15_Jun14","H","CThruK","None","LessThanAve","Average","H","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","HI","None","Weak","None","H","XNIL","XNIL","SIG","Other","Stable","Average","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","SigNegative","Moving","NWQuad","Westerly","E_NE"
"Down","WeakUp","StrongUp","Neutral","Neutral","Wet","Neutral","Dry","Dry","PC","PC","PC","PC","Weak","Strong","Other","None","None","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jun15_Jul1","B","AB","Stifling","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","B","None","Weak","Slight","B","SIG","SIG","SIG","LowMtsHighPl","Steep","Dry","Steep","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Other","SWQuad","Westerly","DenvCyclone"
"WeakUp","Down","Neutral","WeakUp","WeakUp","Dry","Neutral","VeryWet","Wet","PC","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Weak","Weak","Strong","Marked","DecCapIncIns","Decreasing","StrongPos","Increasing","SIG","Aug20_Sep15","K","CThruK","Stifling","Average","LessThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Strong","K","XNIL","SIG","SIG","LowNHighS","Steep","Dry","Steep","StrongFront","DryMMoistL","DenvCyclone","SigPositive","Moving","AllElse","Westerly","WidespdDnsl"
"Down","StronUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SVR","Jul16_Aug10","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","Stifling","Unfavorable","None","J","XNIL","XNIL","SVR","LowEvrywhere","Steep","Dry","ModerateOrLe","NoMajor","Other","None","LittleChange","Other","LV","LVorOther","LongAnticyc"
"StrongUp","WeakUp","Down","WeakUp","WeakUp","VeryWet","Neutral","VeryWet","VeryWet","Clear","PC","Clear","PC","Strong","Strong","Westerly","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul2_Jul15","I","CThruK","Stifling","Average","Average","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","None","Weak","Strong","I","SVR","SVR","SVR","LowSHighN","ModerateOrLe","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","E_W_S","NegToPos","QStationary","LV","Westerly","E_NE"
"StrongUp","StronUp","WeakUp","StrongUp","StrongUp","Neutral","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Weak","None","Weak","Some","LittleChange","LittleChange","Neutral","Decreasing","SIG","Aug20_Sep15","G","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","G","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","Stifling","Strong","Moderate","G","SVR","SVR","SVR","LowEvrywhere","CloseToDryAd","Dry","Steep","MarkedUpper","Other","Other","SigNegative","None","SWQuad","Westerly","LongAnticyc"
"StrongUp","Neutral","Down","Neutral","Neutral","Neutral","VeryWet","Neutral","Neutral","Clear","Cloudy","Clear","Clear","None","None","Westerly","None","None","None","None","DecCapIncIns","Decreasing","Neutral","Decreasing","XNIL","Aug11_Aug20","J","CThruK","PartInhibit","MoreThanAve","Average","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","TotalInhibit","Moderate","Slight","J","SVR","SVR","SVR","LowSHighN","ModerateOrLe","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","NegToPos","None","LV","LVorOther","LV"
"Down","Neutral","Down","Down","Down","Neutral","Dry","Dry","Dry","PC","PC","PC","Clear","Strong","Strong","StrongWest","Strong","Strong","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","D","CThruK","None","LessThanAve","Average","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","D","None","Weak","Strong","D","SIG","SIG","SIG","LowAtStation","CloseToDryAd","VeryMoist","CloseToDryAd","MarkedUpper","MoistMDryL","None","SigPositive","None","NWQuad","Westerly","LongAnticyc"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Neutral","Wet","VeryWet","PC","PC","PC","Cloudy","Strong","Strong","DCVZFavor","None","Weak","None","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Aug11_Aug20","H","CThruK","PartInhibit","Average","Average","H","N5GtLIGt_8","Stability","LessUnstable","MoreUnstable","HI","TotalInhibit","Moderate","None","H","XNIL","XNIL","SIG","Other","ModerateOrLe","Average","CloseToDryAd","MarkedUpper","DryMMoistL","E_W_N","NegToPos","None","NWQuad","LVorOther","E_NE"
"Neutral","Neutral","StrongUp","Neutral","Neutral","Dry","Wet","Wet","Wet","PC","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Weak","None","Weak","Marked","DecCapIncIns","Decreasing","WeakPos","Decreasing","SVR","May15_Jun14","I","CThruK","Stifling","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","None","Unfavorable","Slight","I","SIG","SIG","SVR","LowMtsHighPl","CloseToDryAd","Average","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","LittleChange","QStationary","AllElse","Westerly","E_NE"
"Down","Neutral","StrongUp","Neutral","Neutral","Wet","VeryWet","VeryWet","VeryWet","PC","Clear","Clear","PC","None","None","DCVZFavor","None","Weak","None","None","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","May15_Jun14","K","CThruK","None","Average","Average","K","N5GtLIGt_8","Stability","Average","Average","ACEFK","PartInhibit","Moderate","Slight","K","XNIL","XNIL","XNIL","LowAtStation","Steep","Average","CloseToDryAd","MarkedUpper","DryMMoistL","MovingFtorOt","SigNegative","None","AllElse","Westerly","WidespdDnsl"
"Down","Neutral","WeakUp","Down","Down","Neutral","Wet","Neutral","Neutral","Clear","Clear","Clear","Clear","Weak","Weak","Westerly","Weak","Weak","Weak","None","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul16_Aug10","F","CThruK","PartInhibit","LessThanAve","Average","F","N1GtLIGt_4","Stability","LessUnstable","Average","ACEFK","Stifling","Weak","None","F","SIG","SIG","SIG","HighEvrywher","Steep","VeryMoist","ModerateOrLe","NoMajor","Other","E_W_N","PosToNeg","None","AllElse","LVorOther","LV"
"Neutral","StronUp","Down","Neutral","Neutral","Wet","Neutral","Wet","Wet","Clear","Cloudy","PC","PC","Weak","Weak","StrongWest","Strong","None","Strong","Some","DecCapIncIns","Decreasing","StrongPos","Increasing","SIG","May15_Jun14","A","AB","None","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Moderate","A","SIG","SIG","SIG","LowNHighS","Stable","Average","Steep","OtherRapid","DryMMoistL","E_W_N","PosToNeg","Other","SWQuad","LVorOther","DenvCyclone"
"WeakUp","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","PC","PC","PC","Clear","Strong","Strong","Westerly","Strong","Weak","Weak","Marked","DecCapIncIns","Decreasing","WeakPos","Decreasing","XNIL","Aug20_Sep15","B","AB","Stifling","Average","LessThanAve","ABI","N5GtLIGt_8","Stability","Average","LessUnstable","B","Stifling","Strong","Strong","B","SIG","SIG","SIG","LowMtsHighPl","Stable","Dry","Steep","NoMajor","MoistMDryL","MovingFtorOt","NegToPos","Moving","AllElse","Westerly","DenvCyclone"
"WeakUp","Neutral","Down","WeakUp","WeakUp","Dry","Neutral","Dry","Dry","PC","Clear","Clear","Clear","Weak","Strong","StrongWest","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","XNIL","May15_Jun14","C","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Moderate","Slight","C","SIG","SIG","SIG","LowAtStation","Steep","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","E_W_N","NegToPos","None","SWQuad","Westerly","WidespdDnsl"
"WeakUp","Down","Down","Down","Down","Dry","Dry","Wet","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","Westerly","Weak","None","Strong","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SIG","Aug20_Sep15","F","CThruK","PartInhibit","LessThanAve","MoreThanAve","F","N5GtLIGt_8","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Moderate","None","F","XNIL","XNIL","SIG","HighEvrywher","Stable","VeryMoist","ModerateOrLe","NoMajor","Other","None","LittleChange","None","AllElse","LVorOther","E_NE"
"WeakUp","WeakUp","Down","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","Strong","Strong","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Aug20_Sep15","C","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Moderate","Slight","C","XNIL","XNIL","SIG","LowEvrywhere","CloseToDryAd","Average","CloseToDryAd","NoMajor","MoistMDryL","DryLine","SigPositive","QStationary","NWQuad","Westerly","LongAnticyc"
"StrongUp","Neutral","StrongUp","StrongUp","StrongUp","Dry","Neutral","Dry","Neutral","Clear","Clear","Clear","Cloudy","None","None","DCVZFavor","None","None","None","None","DecCapIncIns","Decreasing","Negative","LittleChange","XNIL","May15_Jun14","K","CThruK","PartInhibit","Average","LessThanAve","K","LIGt0","Stability","Average","Average","ACEFK","PartInhibit","Strong","Moderate","K","XNIL","XNIL","XNIL","Other","Steep","Dry","Steep","StrongFront","Other","E_W_N","SigNegative","QStationary","NWQuad","Westerly","SEQuad"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Dry","Dry","Neutral","PC","Clear","Clear","PC","Weak","Strong","DCVZFavor","Weak","None","Weak","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","I","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","ABI","LILt_8","Stability","LessUnstable","LessUnstable","HI","None","Weak","Slight","I","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Dry","Steep","NoMajor","DryMMoistL","E_W_S","LittleChange","QStationary","SWQuad","Westerly","DenvCyclone"
"Down","Down","Down","Down","Down","Neutral","VeryWet","VeryWet","Neutral","PC","PC","PC","PC","None","Weak","StrongWest","Weak","Weak","Strong","Some","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jun15_Jul1","K","CThruK","None","LessThanAve","Average","K","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Strong","Strong","K","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Dry","ModerateOrLe","StrongFront","MoistMDryL","DryLine","LittleChange","Moving","AllElse","Westerly","LV"
"Down","WeakUp","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Clear","PC","Clear","Clear","None","Weak","Westerly","Weak","None","Weak","Some","IncCapDecIns","Increasing","Negative","Decreasing","SIG","May15_Jun14","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","Average","ACEFK","PartInhibit","Moderate","None","E","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","DryLine","PosToNeg","None","LV","Westerly","LV"
"Neutral","WeakUp","Down","WeakUp","WeakUp","Dry","Dry","Wet","Wet","Clear","Cloudy","PC","Clear","None","Strong","DCVZFavor","Weak","None","None","Marked","LittleChange","LittleChange","Neutral","Decreasing","SIG","Aug20_Sep15","F","CThruK","PartInhibit","Average","Average","F","LIGt0","Instability","LessUnstable","LessUnstable","ACEFK","TotalInhibit","Moderate","None","F","XNIL","XNIL","SIG","HighEvrywher","Steep","VeryMoist","ModerateOrLe","StrongFront","Other","None","LittleChange","None","AllElse","LVorOther","LV"
"StrongUp","Down","Down","WeakUp","WeakUp","VeryWet","Dry","Wet","VeryWet","PC","PC","PC","Cloudy","Weak","Strong","Westerly","Strong","Weak","Strong","Some","IncCapDecIns","Increasing","Neutral","Decreasing","SIG","Aug11_Aug20","H","CThruK","Stifling","Average","MoreThanAve","H","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","HI","PartInhibit","Moderate","Slight","H","XNIL","XNIL","SIG","LowMtsHighPl","Stable","VeryMoist","Steep","MarkedUpper","DryMMoistL","Other","LittleChange","None","AllElse","LVorOther","E_NE"
"WeakUp","Down","StrongUp","Down","Down","Wet","Dry","Neutral","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","Other","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","May15_Jun14","I","CThruK","PartInhibit","LessThanAve","MoreThanAve","ABI","LIGt0","Stability","Average","Average","HI","Stifling","Moderate","None","I","SIG","SIG","SIG","Other","Steep","VeryMoist","ModerateOrLe","OtherRapid","MoistMDryL","E_W_N","NegToPos","QStationary","LV","Westerly","E_NE"
"Neutral","WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Clear","PC","Clear","Clear","Strong","Strong","Other","Weak","Weak","Weak","Marked","LittleChange","LittleChange","WeakPos","Increasing","SIG","Aug20_Sep15","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LILt_8","Stability","Average","Average","GJ","None","Moderate","Strong","J","XNIL","XNIL","SIG","LowAtStation","Steep","Dry","Steep","NoMajor","DryMMoistL","None","LittleChange","Other","LV","LVorOther","LV"
"Down","WeakUp","Neutral","Neutral","Neutral","Neutral","VeryWet","Dry","Neutral","Cloudy","PC","Cloudy","Cloudy","None","None","Other","None","None","Weak","None","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Aug20_Sep15","B","AB","PartInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","B","None","Unfavorable","None","B","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Dry","CloseToDryAd","NoMajor","MoistMDryL","MovingFtorOt","PosToNeg","QStationary","LV","LVorOther","DenvCyclone"
"StrongUp","WeakUp","Neutral","Neutral","Neutral","VeryWet","VeryWet","VeryWet","VeryWet","PC","Cloudy","Cloudy","Cloudy","None","None","Westerly","None","Strong","None","None","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Jul2_Jul15","B","AB","Stifling","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","B","PartInhibit","Unfavorable","None","B","SVR","SVR","SVR","LowSHighN","Stable","Dry","ModerateOrLe","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Other","LV","Westerly","LongAnticyc"
"StrongUp","StronUp","Neutral","StrongUp","StrongUp","Dry","Wet","Neutral","Wet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Weak","None","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul16_Aug10","I","CThruK","TotalInhibit","Average","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","HI","TotalInhibit","Moderate","None","I","XNIL","XNIL","SIG","LowMtsHighPl","CloseToDryAd","VeryMoist","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","LittleChange","QStationary","LV","LVorOther","LV"
